State,District,Date,Year,Month,Avg_smlvl_at15cm,Agency_name
Assam,Sivasagar,2020-01-19,2020,01,21.0110228,NRSC VIC MODEL
Assam,Sivasagar,2020-01-27,2020,01,15.997069,NRSC VIC MODEL
Assam,Sonitpur,2020-01-01,2020,01,11.9045822,NRSC VIC MODEL
Assam,Sonitpur,2020-01-07,2020,01,12.7180138,NRSC VIC MODEL
Assam,Sonitpur,2020-01-13,2020,01,12.7344055,NRSC VIC MODEL
Assam,Sonitpur,2020-01-15,2020,01,12.5224774,NRSC VIC MODEL
Assam,Sonitpur,2020-01-31,2020,01,16.454264,NRSC VIC MODEL
Assam,South Salmara Mancachar,2020-01-03,2020,01,7.6743581,NRSC VIC MODEL
Assam,South Salmara Mancachar,2020-01-06,2020,01,7.8522886,NRSC VIC MODEL
Assam,South Salmara Mancachar,2020-01-07,2020,01,5.8009644,NRSC VIC MODEL
Assam,South Salmara Mancachar,2020-01-11,2020,01,7.4675241,NRSC VIC MODEL
Assam,South Salmara Mancachar,2020-01-24,2020,01,6.3720823,NRSC VIC MODEL
Assam,South Salmara Mancachar,2020-01-31,2020,01,5.8579478,NRSC VIC MODEL
Assam,Tinsukia,2020-01-05,2020,01,19.1287341,NRSC VIC MODEL
Assam,Tinsukia,2020-01-10,2020,01,16.8354344,NRSC VIC MODEL
Assam,Tinsukia,2020-01-17,2020,01,15.5611553,NRSC VIC MODEL
Assam,Tinsukia,2020-01-18,2020,01,15.5386284,NRSC VIC MODEL
Assam,Tinsukia,2020-01-19,2020,01,17.3449525,NRSC VIC MODEL
Assam,Tinsukia,2020-01-24,2020,01,16.0840642,NRSC VIC MODEL
Assam,Tinsukia,2020-01-26,2020,01,15.7303532,NRSC VIC MODEL
Assam,Tinsukia,2020-01-29,2020,01,15.4833122,NRSC VIC MODEL
Assam,Udalguri,2020-01-01,2020,01,10.8644054,NRSC VIC MODEL
Assam,Udalguri,2020-01-20,2020,01,11.3886245,NRSC VIC MODEL
Assam,Udalguri,2020-01-23,2020,01,11.0756677,NRSC VIC MODEL
Assam,Udalguri,2020-01-30,2020,01,11.379054,NRSC VIC MODEL
Assam,West Karbi Anglong,2020-01-06,2020,01,23.3985647,NRSC VIC MODEL
Assam,West Karbi Anglong,2020-01-14,2020,01,21.3530189,NRSC VIC MODEL
Assam,West Karbi Anglong,2020-01-25,2020,01,21.2105905,NRSC VIC MODEL
Assam,West Karbi Anglong,2020-01-29,2020,01,20.5694135,NRSC VIC MODEL
Bihar,Araria,2020-01-10,2020,01,11.5936557,NRSC VIC MODEL
Bihar,Araria,2020-01-11,2020,01,11.4630645,NRSC VIC MODEL
Bihar,Araria,2020-01-25,2020,01,10.0804623,NRSC VIC MODEL
Bihar,Araria,2020-01-26,2020,01,10.0213882,NRSC VIC MODEL
Bihar,Arwal,2020-01-02,2020,01,11.9555077,NRSC VIC MODEL
Bihar,Arwal,2020-01-12,2020,01,15.433435,NRSC VIC MODEL
Bihar,Arwal,2020-01-15,2020,01,15.2121155,NRSC VIC MODEL
Bihar,Arwal,2020-01-18,2020,01,14.7344774,NRSC VIC MODEL
Bihar,Arwal,2020-01-29,2020,01,14.0394208,NRSC VIC MODEL
Bihar,Arwal,2020-01-30,2020,01,13.9770648,NRSC VIC MODEL
Bihar,Aurangabad,2020-01-16,2020,01,18.7509336,NRSC VIC MODEL
Bihar,Aurangabad,2020-01-19,2020,01,18.4020989,NRSC VIC MODEL
Bihar,Aurangabad,2020-01-27,2020,01,17.8907628,NRSC VIC MODEL
Bihar,Aurangabad,2020-01-28,2020,01,18.0608173,NRSC VIC MODEL
Bihar,Banka,2020-01-08,2020,01,14.3502219,NRSC VIC MODEL
Bihar,Banka,2020-01-14,2020,01,14.0269774,NRSC VIC MODEL
Bihar,Banka,2020-01-19,2020,01,13.7610682,NRSC VIC MODEL
Bihar,Banka,2020-01-22,2020,01,13.6792465,NRSC VIC MODEL
Bihar,Banka,2020-01-28,2020,01,13.4243186,NRSC VIC MODEL
Bihar,Begusarai,2020-01-04,2020,01,12.8282354,NRSC VIC MODEL
Bihar,Begusarai,2020-01-05,2020,01,12.4314468,NRSC VIC MODEL
Bihar,Begusarai,2020-01-10,2020,01,10.6262485,NRSC VIC MODEL
Bihar,Begusarai,2020-01-11,2020,01,10.5345544,NRSC VIC MODEL
Bihar,Begusarai,2020-01-16,2020,01,10.0378962,NRSC VIC MODEL
Bihar,Begusarai,2020-01-17,2020,01,9.9426214,NRSC VIC MODEL
Bihar,Begusarai,2020-01-18,2020,01,9.8359913,NRSC VIC MODEL
Bihar,Begusarai,2020-01-21,2020,01,9.6750218,NRSC VIC MODEL
Bihar,Begusarai,2020-01-27,2020,01,9.2734856,NRSC VIC MODEL
Bihar,Bhagalpur,2020-01-07,2020,01,11.9553475,NRSC VIC MODEL
Bihar,Bhagalpur,2020-01-15,2020,01,11.3855898,NRSC VIC MODEL
Bihar,Bhagalpur,2020-01-16,2020,01,11.3216248,NRSC VIC MODEL
Bihar,Bhagalpur,2020-01-18,2020,01,11.2622884,NRSC VIC MODEL
Bihar,Bhagalpur,2020-01-22,2020,01,11.0979954,NRSC VIC MODEL
Bihar,Bhagalpur,2020-01-23,2020,01,11.058004,NRSC VIC MODEL
Bihar,Bhagalpur,2020-01-26,2020,01,10.9237049,NRSC VIC MODEL
Bihar,Bhagalpur,2020-01-31,2020,01,10.7913439,NRSC VIC MODEL
Bihar,Bhojpur,2020-01-01,2020,01,11.5839151,NRSC VIC MODEL
Bihar,Bhojpur,2020-01-07,2020,01,14.1832087,NRSC VIC MODEL
Bihar,Bhojpur,2020-01-11,2020,01,14.4168982,NRSC VIC MODEL
Bihar,Bhojpur,2020-01-12,2020,01,14.3336499,NRSC VIC MODEL
Bihar,Bhojpur,2020-01-16,2020,01,14.0625095,NRSC VIC MODEL
Bihar,Bhojpur,2020-01-18,2020,01,13.8497457,NRSC VIC MODEL
Bihar,Bhojpur,2020-01-29,2020,01,13.3398077,NRSC VIC MODEL
Bihar,Bhojpur,2020-01-31,2020,01,13.2491093,NRSC VIC MODEL
Bihar,Buxar,2020-01-04,2020,01,11.4442554,NRSC VIC MODEL
Bihar,Buxar,2020-01-13,2020,01,12.3986898,NRSC VIC MODEL
Bihar,Buxar,2020-01-14,2020,01,12.3628398,NRSC VIC MODEL
Bihar,Buxar,2020-01-23,2020,01,12.0312918,NRSC VIC MODEL
Bihar,Darbhanga,2020-01-07,2020,01,15.3543091,NRSC VIC MODEL
Bihar,Darbhanga,2020-01-23,2020,01,12.1830437,NRSC VIC MODEL
Bihar,Darbhanga,2020-01-29,2020,01,11.655684,NRSC VIC MODEL
Bihar,Darbhanga,2020-01-30,2020,01,11.5203651,NRSC VIC MODEL
Bihar,Gaya,2020-01-02,2020,01,16.9330441,NRSC VIC MODEL
Bihar,Gaya,2020-01-03,2020,01,19.5618234,NRSC VIC MODEL
Bihar,Gaya,2020-01-11,2020,01,19.3173574,NRSC VIC MODEL
Bihar,Gaya,2020-01-12,2020,01,19.1705183,NRSC VIC MODEL
Bihar,Gaya,2020-01-15,2020,01,18.8047767,NRSC VIC MODEL
Bihar,Gaya,2020-01-16,2020,01,18.6481567,NRSC VIC MODEL
Bihar,Gaya,2020-01-26,2020,01,17.3467928,NRSC VIC MODEL
Bihar,Gaya,2020-01-31,2020,01,17.0029575,NRSC VIC MODEL
Bihar,Gopalganj,2020-01-01,2020,01,9.1757478,NRSC VIC MODEL
Bihar,Gopalganj,2020-01-05,2020,01,17.1498758,NRSC VIC MODEL
Bihar,Gopalganj,2020-01-08,2020,01,17.4402693,NRSC VIC MODEL
Bihar,Gopalganj,2020-01-10,2020,01,16.9037798,NRSC VIC MODEL
Bihar,Gopalganj,2020-01-13,2020,01,16.0840036,NRSC VIC MODEL
Bihar,Gopalganj,2020-01-14,2020,01,15.8457557,NRSC VIC MODEL
Bihar,Gopalganj,2020-01-24,2020,01,13.6599097,NRSC VIC MODEL
Bihar,Gopalganj,2020-01-30,2020,01,13.0675743,NRSC VIC MODEL
Bihar,Jamui,2020-01-03,2020,01,16.2473521,NRSC VIC MODEL
Bihar,Jamui,2020-01-04,2020,01,15.9857227,NRSC VIC MODEL
Bihar,Jamui,2020-01-06,2020,01,15.3515172,NRSC VIC MODEL
Bihar,Jamui,2020-01-07,2020,01,13.9004661,NRSC VIC MODEL
Bihar,Jamui,2020-01-09,2020,01,15.8700854,NRSC VIC MODEL
Bihar,Jamui,2020-01-10,2020,01,15.2525615,NRSC VIC MODEL
Bihar,Jamui,2020-01-20,2020,01,14.2302698,NRSC VIC MODEL
Bihar,Jamui,2020-01-21,2020,01,14.1322048,NRSC VIC MODEL
Bihar,Jamui,2020-01-25,2020,01,13.6571933,NRSC VIC MODEL
Bihar,Jehanabad,2020-01-13,2020,01,17.4457133,NRSC VIC MODEL
Bihar,Jehanabad,2020-01-14,2020,01,17.3632018,NRSC VIC MODEL
Bihar,Jehanabad,2020-01-17,2020,01,17.0220361,NRSC VIC MODEL
Bihar,Jehanabad,2020-01-24,2020,01,16.2536243,NRSC VIC MODEL
Bihar,Jehanabad,2020-01-26,2020,01,16.1708071,NRSC VIC MODEL
Bihar,Jehanabad,2020-01-31,2020,01,15.9968541,NRSC VIC MODEL
Bihar,Kaimur (Bhabua),2020-01-18,2020,01,15.8455504,NRSC VIC MODEL
Bihar,Kaimur (Bhabua),2020-01-21,2020,01,15.7927389,NRSC VIC MODEL
Bihar,Kaimur (Bhabua),2020-01-28,2020,01,15.5360443,NRSC VIC MODEL
Bihar,Katihar,2020-01-04,2020,01,13.0357875,NRSC VIC MODEL
Bihar,Katihar,2020-01-19,2020,01,8.9026325,NRSC VIC MODEL
Bihar,Katihar,2020-01-27,2020,01,8.620241,NRSC VIC MODEL
Bihar,Katihar,2020-01-30,2020,01,8.5380091,NRSC VIC MODEL
Bihar,Khagaria,2020-01-07,2020,01,9.1644965,NRSC VIC MODEL
Bihar,Khagaria,2020-01-10,2020,01,9.0029995,NRSC VIC MODEL
Bihar,Khagaria,2020-01-28,2020,01,8.6491193,NRSC VIC MODEL
Bihar,Kishanganj,2020-01-01,2020,01,7.8079576,NRSC VIC MODEL
Bihar,Kishanganj,2020-01-03,2020,01,9.0871821,NRSC VIC MODEL
Bihar,Kishanganj,2020-01-04,2020,01,8.9274209,NRSC VIC MODEL
Bihar,Kishanganj,2020-01-12,2020,01,10.3089575,NRSC VIC MODEL
Bihar,Kishanganj,2020-01-20,2020,01,9.7473918,NRSC VIC MODEL
Bihar,Kishanganj,2020-01-22,2020,01,9.6114344,NRSC VIC MODEL
Bihar,Kishanganj,2020-01-24,2020,01,9.4968392,NRSC VIC MODEL
Bihar,Kishanganj,2020-01-27,2020,01,9.3272719,NRSC VIC MODEL
Bihar,Lakhisarai,2020-01-06,2020,01,14.3226353,NRSC VIC MODEL
Bihar,Lakhisarai,2020-01-13,2020,01,15.2550416,NRSC VIC MODEL
Bihar,Lakhisarai,2020-01-20,2020,01,14.7274139,NRSC VIC MODEL
Bihar,Lakhisarai,2020-01-30,2020,01,14.1852886,NRSC VIC MODEL
Bihar,Madhepura,2020-01-03,2020,01,9.7584208,NRSC VIC MODEL
Bihar,Madhepura,2020-01-06,2020,01,8.9752633,NRSC VIC MODEL
Bihar,Madhepura,2020-01-13,2020,01,9.4359213,NRSC VIC MODEL
Maharashtra,Akola,2020-02-15,2020,02,13.4142023,NRSC VIC MODEL
Maharashtra,Akola,2020-02-21,2020,02,13.2922973,NRSC VIC MODEL
Maharashtra,Akola,2020-02-24,2020,02,13.2507913,NRSC VIC MODEL
Maharashtra,Amravati,2020-02-03,2020,02,18.4211362,NRSC VIC MODEL
Maharashtra,Amravati,2020-02-15,2020,02,17.7868659,NRSC VIC MODEL
Maharashtra,Amravati,2020-02-18,2020,02,17.5945635,NRSC VIC MODEL
Maharashtra,Amravati,2020-02-20,2020,02,17.4842279,NRSC VIC MODEL
Maharashtra,Amravati,2020-02-28,2020,02,17.1037484,NRSC VIC MODEL
Maharashtra,Amravati,2020-02-12,2020,02,17.9919005,NRSC VIC MODEL
Maharashtra,Aurangabad,2020-02-02,2020,02,11.5208885,NRSC VIC MODEL
Maharashtra,Aurangabad,2020-02-17,2020,02,11.1512845,NRSC VIC MODEL
Maharashtra,Aurangabad,2020-02-25,2020,02,11.0558905,NRSC VIC MODEL
Maharashtra,Beed,2020-02-03,2020,02,12.1942955,NRSC VIC MODEL
Maharashtra,Beed,2020-02-06,2020,02,12.092231,NRSC VIC MODEL
Maharashtra,Beed,2020-02-09,2020,02,12.0104645,NRSC VIC MODEL
Maharashtra,Beed,2020-02-14,2020,02,11.9082539,NRSC VIC MODEL
Maharashtra,Beed,2020-02-16,2020,02,11.8732049,NRSC VIC MODEL
Maharashtra,Beed,2020-02-21,2020,02,11.8071504,NRSC VIC MODEL
Maharashtra,Beed,2020-02-24,2020,02,11.7783941,NRSC VIC MODEL
Maharashtra,Beed,2020-02-26,2020,02,11.7662682,NRSC VIC MODEL
Maharashtra,Bhandara,2020-02-02,2020,02,14.3196009,NRSC VIC MODEL
Maharashtra,Bhandara,2020-02-04,2020,02,16.01279,NRSC VIC MODEL
Maharashtra,Bhandara,2020-02-09,2020,02,17.4388385,NRSC VIC MODEL
Maharashtra,Bhandara,2020-02-13,2020,02,16.5375201,NRSC VIC MODEL
Maharashtra,Bhandara,2020-02-16,2020,02,15.9775955,NRSC VIC MODEL
Maharashtra,Bhandara,2020-02-17,2020,02,15.8017524,NRSC VIC MODEL
Maharashtra,Bhandara,2020-02-18,2020,02,15.6475337,NRSC VIC MODEL
Maharashtra,Bhandara,2020-02-19,2020,02,15.6204838,NRSC VIC MODEL
Maharashtra,Bhandara,2020-02-20,2020,02,15.462519,NRSC VIC MODEL
Maharashtra,Bhandara,2020-02-23,2020,02,15.1905228,NRSC VIC MODEL
Maharashtra,Bhandara,2020-02-29,2020,02,14.3763398,NRSC VIC MODEL
Maharashtra,Buldhana,2020-02-02,2020,02,12.2570033,NRSC VIC MODEL
Maharashtra,Buldhana,2020-02-05,2020,02,12.1707213,NRSC VIC MODEL
Maharashtra,Buldhana,2020-02-08,2020,02,12.0993643,NRSC VIC MODEL
Maharashtra,Buldhana,2020-02-13,2020,02,11.9858009,NRSC VIC MODEL
Maharashtra,Buldhana,2020-02-17,2020,02,11.9230866,NRSC VIC MODEL
Maharashtra,Buldhana,2020-02-23,2020,02,11.8613145,NRSC VIC MODEL
Maharashtra,Buldhana,2020-02-24,2020,02,11.842089,NRSC VIC MODEL
Maharashtra,Buldhana,2020-02-25,2020,02,11.8333305,NRSC VIC MODEL
Maharashtra,Buldhana,2020-02-28,2020,02,11.8121706,NRSC VIC MODEL
Maharashtra,Buldhana,2020-02-29,2020,02,11.8077852,NRSC VIC MODEL
Maharashtra,Chandrapur,2020-02-09,2020,02,20.9522167,NRSC VIC MODEL
Maharashtra,Chandrapur,2020-02-11,2020,02,20.3845379,NRSC VIC MODEL
Maharashtra,Chandrapur,2020-02-13,2020,02,19.8825795,NRSC VIC MODEL
Maharashtra,Chandrapur,2020-02-14,2020,02,19.6395572,NRSC VIC MODEL
Maharashtra,Chandrapur,2020-02-16,2020,02,19.1935186,NRSC VIC MODEL
Maharashtra,Chandrapur,2020-02-20,2020,02,18.4609609,NRSC VIC MODEL
Maharashtra,Chandrapur,2020-02-24,2020,02,17.8977218,NRSC VIC MODEL
Maharashtra,Dhule,2020-02-01,2020,02,7.1172944,NRSC VIC MODEL
Maharashtra,Dhule,2020-02-08,2020,02,6.819319,NRSC VIC MODEL
Maharashtra,Dhule,2020-02-09,2020,02,6.7680996,NRSC VIC MODEL
Maharashtra,Dhule,2020-02-14,2020,02,6.6102449,NRSC VIC MODEL
Maharashtra,Dhule,2020-02-16,2020,02,6.5559354,NRSC VIC MODEL
Maharashtra,Dhule,2020-02-27,2020,02,6.3692225,NRSC VIC MODEL
Maharashtra,Gadchiroli,2020-02-01,2020,02,13.3215627,NRSC VIC MODEL
Maharashtra,Gadchiroli,2020-02-10,2020,02,18.1571624,NRSC VIC MODEL
Maharashtra,Gadchiroli,2020-02-11,2020,02,17.8401947,NRSC VIC MODEL
Maharashtra,Gadchiroli,2020-02-13,2020,02,17.2843043,NRSC VIC MODEL
Maharashtra,Gadchiroli,2020-02-15,2020,02,16.7728178,NRSC VIC MODEL
Maharashtra,Gadchiroli,2020-02-20,2020,02,15.7851186,NRSC VIC MODEL
Maharashtra,Gondia,2020-02-01,2020,02,14.7766119,NRSC VIC MODEL
Maharashtra,Gondia,2020-02-04,2020,02,17.7696904,NRSC VIC MODEL
Maharashtra,Gondia,2020-02-05,2020,02,15.0229296,NRSC VIC MODEL
Maharashtra,Gondia,2020-02-07,2020,02,21.9146957,NRSC VIC MODEL
Maharashtra,Gondia,2020-02-10,2020,02,16.5039728,NRSC VIC MODEL
Maharashtra,Gondia,2020-02-15,2020,02,15.692144,NRSC VIC MODEL
Maharashtra,Gondia,2020-02-23,2020,02,15.20373,NRSC VIC MODEL
Maharashtra,Gondia,2020-02-24,2020,02,16.5564075,NRSC VIC MODEL
Maharashtra,Hingoli,2020-02-05,2020,02,15.9468417,NRSC VIC MODEL
Maharashtra,Hingoli,2020-02-20,2020,02,15.4581488,NRSC VIC MODEL
Maharashtra,Hingoli,2020-02-22,2020,02,15.4069035,NRSC VIC MODEL
Maharashtra,Jalgaon,2020-02-07,2020,02,12.5618213,NRSC VIC MODEL
Maharashtra,Jalgaon,2020-02-08,2020,02,12.5359825,NRSC VIC MODEL
Maharashtra,Jalgaon,2020-02-09,2020,02,12.4982185,NRSC VIC MODEL
Maharashtra,Jalgaon,2020-02-11,2020,02,12.4497934,NRSC VIC MODEL
Maharashtra,Jalgaon,2020-02-15,2020,02,12.3673805,NRSC VIC MODEL
Maharashtra,Jalgaon,2020-02-21,2020,02,12.2702276,NRSC VIC MODEL
Maharashtra,Jalna,2020-02-11,2020,02,12.0594665,NRSC VIC MODEL
Maharashtra,Jalna,2020-02-13,2020,02,12.0295573,NRSC VIC MODEL
Maharashtra,Jalna,2020-02-16,2020,02,11.9914202,NRSC VIC MODEL
Maharashtra,Jalna,2020-02-17,2020,02,11.979022,NRSC VIC MODEL
Maharashtra,Jalna,2020-02-21,2020,02,11.9373901,NRSC VIC MODEL
Maharashtra,Jalna,2020-02-25,2020,02,11.9077871,NRSC VIC MODEL
Maharashtra,Jalna,2020-02-27,2020,02,11.8977029,NRSC VIC MODEL
Maharashtra,Jalna,2020-02-29,2020,02,11.9730701,NRSC VIC MODEL
Maharashtra,Kolhapur,2020-02-03,2020,02,8.3712703,NRSC VIC MODEL
Maharashtra,Kolhapur,2020-02-05,2020,02,8.33065,NRSC VIC MODEL
Maharashtra,Kolhapur,2020-02-07,2020,02,8.3029405,NRSC VIC MODEL
Maharashtra,Kolhapur,2020-02-10,2020,02,8.2505795,NRSC VIC MODEL
Maharashtra,Kolhapur,2020-02-11,2020,02,8.2386031,NRSC VIC MODEL
Maharashtra,Kolhapur,2020-02-15,2020,02,8.1935651,NRSC VIC MODEL
Maharashtra,Kolhapur,2020-02-17,2020,02,8.1733685,NRSC VIC MODEL
Maharashtra,Kolhapur,2020-02-23,2020,02,8.1336143,NRSC VIC MODEL
Maharashtra,Kolhapur,2020-02-24,2020,02,8.128434,NRSC VIC MODEL
Maharashtra,Kolhapur,2020-02-28,2020,02,8.1142798,NRSC VIC MODEL
Maharashtra,Kolhapur,2020-02-29,2020,02,8.9462778,NRSC VIC MODEL
Maharashtra,Latur,2020-02-03,2020,02,13.0285748,NRSC VIC MODEL
Maharashtra,Latur,2020-02-04,2020,02,12.7868277,NRSC VIC MODEL
Maharashtra,Latur,2020-02-06,2020,02,12.6945251,NRSC VIC MODEL
Maharashtra,Latur,2020-02-08,2020,02,12.6267047,NRSC VIC MODEL
Maharashtra,Latur,2020-02-12,2020,02,12.4793513,NRSC VIC MODEL
Maharashtra,Mumbai City,2020-02-02,2020,02,0.0365694,NRSC VIC MODEL
Maharashtra,Mumbai City,2020-02-13,2020,02,0.0242734,NRSC VIC MODEL
Maharashtra,Mumbai City,2020-02-14,2020,02,0.0242734,NRSC VIC MODEL
Maharashtra,Mumbai City,2020-02-16,2020,02,0.0198044,NRSC VIC MODEL
Maharashtra,Mumbai Suburban,2020-02-06,2020,02,1.2656586,NRSC VIC MODEL
Maharashtra,Mumbai Suburban,2020-02-10,2020,02,1.2120741,NRSC VIC MODEL
Maharashtra,Mumbai Suburban,2020-02-15,2020,02,1.1609372,NRSC VIC MODEL
Maharashtra,Mumbai Suburban,2020-02-18,2020,02,1.1348537,NRSC VIC MODEL
Maharashtra,Mumbai Suburban,2020-02-26,2020,02,1.0817445,NRSC VIC MODEL
Maharashtra,Nagpur,2020-02-08,2020,02,23.273024,NRSC VIC MODEL
Maharashtra,Nagpur,2020-02-11,2020,02,21.3960544,NRSC VIC MODEL
Maharashtra,Nagpur,2020-02-14,2020,02,20.827388,NRSC VIC MODEL
Maharashtra,Nagpur,2020-02-18,2020,02,20.1865085,NRSC VIC MODEL
Maharashtra,Nagpur,2020-02-25,2020,02,19.4333788,NRSC VIC MODEL
Maharashtra,Nagpur,2020-02-27,2020,02,19.1989167,NRSC VIC MODEL
Maharashtra,Nanded,2020-02-10,2020,02,18.7200995,NRSC VIC MODEL
Maharashtra,Nanded,2020-02-11,2020,02,18.6573393,NRSC VIC MODEL
Maharashtra,Nanded,2020-02-13,2020,02,18.5312252,NRSC VIC MODEL
Maharashtra,Nanded,2020-02-14,2020,02,18.4619267,NRSC VIC MODEL
Maharashtra,Nanded,2020-02-15,2020,02,18.3956584,NRSC VIC MODEL
Maharashtra,Nanded,2020-02-20,2020,02,18.101473,NRSC VIC MODEL
Maharashtra,Nanded,2020-02-23,2020,02,17.9502389,NRSC VIC MODEL
Maharashtra,Nanded,2020-02-28,2020,02,17.7081012,NRSC VIC MODEL
Maharashtra,Nandurbar,2020-02-10,2020,02,6.4571853,NRSC VIC MODEL
Maharashtra,Nandurbar,2020-02-14,2020,02,6.3577346,NRSC VIC MODEL
Maharashtra,Nandurbar,2020-02-20,2020,02,6.2458193,NRSC VIC MODEL
Maharashtra,Nandurbar,2020-02-21,2020,02,6.2285882,NRSC VIC MODEL
Maharashtra,Nandurbar,2020-02-22,2020,02,6.2349143,NRSC VIC MODEL
Maharashtra,Nashik,2020-02-01,2020,02,7.7040084,NRSC VIC MODEL
Maharashtra,Nashik,2020-02-07,2020,02,7.5236045,NRSC VIC MODEL
Maharashtra,Nashik,2020-02-11,2020,02,7.4212947,NRSC VIC MODEL
Maharashtra,Nashik,2020-02-17,2020,02,7.3150165,NRSC VIC MODEL
Maharashtra,Nashik,2020-02-18,2020,02,7.3001702,NRSC VIC MODEL
Maharashtra,Nashik,2020-02-19,2020,02,7.2843751,NRSC VIC MODEL
Maharashtra,Nashik,2020-02-24,2020,02,7.230994,NRSC VIC MODEL
Maharashtra,Nashik,2020-02-27,2020,02,7.20813,NRSC VIC MODEL
Maharashtra,Osmanabad,2020-02-02,2020,02,11.1981109,NRSC VIC MODEL
Maharashtra,Osmanabad,2020-02-06,2020,02,11.0718034,NRSC VIC MODEL
Maharashtra,Palghar,2020-02-04,2020,02,6.5768559,NRSC VIC MODEL
Maharashtra,Palghar,2020-02-06,2020,02,6.5298743,NRSC VIC MODEL
Maharashtra,Palghar,2020-02-07,2020,02,6.5151517,NRSC VIC MODEL
Maharashtra,Palghar,2020-02-16,2020,02,6.3674669,NRSC VIC MODEL
Maharashtra,Palghar,2020-02-18,2020,02,6.3433469,NRSC VIC MODEL
Maharashtra,Palghar,2020-02-19,2020,02,6.3333328,NRSC VIC MODEL
Maharashtra,Palghar,2020-02-28,2020,02,6.257665,NRSC VIC MODEL
Maharashtra,Parbhani,2020-02-02,2020,02,15.6246856,NRSC VIC MODEL
Maharashtra,Parbhani,2020-02-14,2020,02,15.3808053,NRSC VIC MODEL
Maharashtra,Parbhani,2020-02-16,2020,02,15.3550136,NRSC VIC MODEL
Maharashtra,Parbhani,2020-02-18,2020,02,15.3311854,NRSC VIC MODEL
Maharashtra,Parbhani,2020-02-25,2020,02,15.2715921,NRSC VIC MODEL
Maharashtra,Parbhani,2020-02-28,2020,02,15.2520963,NRSC VIC MODEL
Maharashtra,Parbhani,2020-02-29,2020,02,15.2480824,NRSC VIC MODEL
Maharashtra,Pune,2020-02-10,2020,02,10.5799968,NRSC VIC MODEL
Maharashtra,Pune,2020-02-15,2020,02,10.4771325,NRSC VIC MODEL
Maharashtra,Pune,2020-02-21,2020,02,10.3812212,NRSC VIC MODEL
Maharashtra,Pune,2020-02-11,2020,02,10.5580661,NRSC VIC MODEL
Maharashtra,Raigad,2020-02-04,2020,02,8.3809918,NRSC VIC MODEL
Maharashtra,Raigad,2020-02-06,2020,02,8.3475281,NRSC VIC MODEL
Maharashtra,Raigad,2020-02-07,2020,02,8.3433443,NRSC VIC MODEL
Maharashtra,Raigad,2020-02-09,2020,02,8.3105318,NRSC VIC MODEL
Maharashtra,Raigad,2020-02-13,2020,02,8.2695907,NRSC VIC MODEL
Maharashtra,Raigad,2020-02-20,2020,02,8.2217032,NRSC VIC MODEL
Maharashtra,Raigad,2020-02-26,2020,02,8.1928285,NRSC VIC MODEL
Maharashtra,Raigad,2020-02-27,2020,02,8.1873487,NRSC VIC MODEL
Maharashtra,Ratnagiri,2020-02-07,2020,02,8.7436698,NRSC VIC MODEL
Maharashtra,Ratnagiri,2020-02-23,2020,02,8.5962975,NRSC VIC MODEL
Maharashtra,Ratnagiri,2020-02-27,2020,02,8.5781526,NRSC VIC MODEL
Maharashtra,Sangli,2020-02-09,2020,02,10.2444239,NRSC VIC MODEL
Maharashtra,Sangli,2020-02-13,2020,02,10.1617761,NRSC VIC MODEL
Maharashtra,Sangli,2020-02-16,2020,02,10.1134564,NRSC VIC MODEL
Maharashtra,Sangli,2020-02-19,2020,02,10.0685147,NRSC VIC MODEL
Maharashtra,Sangli,2020-02-23,2020,02,10.0314227,NRSC VIC MODEL
Maharashtra,Sangli,2020-02-29,2020,02,9.9892209,NRSC VIC MODEL
Maharashtra,Satara,2020-02-01,2020,02,9.7890757,NRSC VIC MODEL
Maharashtra,Satara,2020-02-23,2020,02,9.3370295,NRSC VIC MODEL
Maharashtra,Satara,2020-02-24,2020,02,9.3221063,NRSC VIC MODEL
Maharashtra,Satara,2020-02-13,2020,02,9.4630063,NRSC VIC MODEL
Maharashtra,Sindhudurg,2020-02-10,2020,02,8.1290272,NRSC VIC MODEL
Maharashtra,Sindhudurg,2020-02-16,2020,02,8.0813693,NRSC VIC MODEL
Maharashtra,Sindhudurg,2020-02-18,2020,02,8.0709155,NRSC VIC MODEL
Maharashtra,Sindhudurg,2020-02-21,2020,02,8.0564959,NRSC VIC MODEL
Maharashtra,Sindhudurg,2020-02-24,2020,02,8.0432442,NRSC VIC MODEL
Maharashtra,Sindhudurg,2020-02-25,2020,02,8.0390656,NRSC VIC MODEL
Maharashtra,Sindhudurg,2020-02-15,2020,02,8.0888065,NRSC VIC MODEL
Maharashtra,Solapur,2020-02-01,2020,02,13.3356973,NRSC VIC MODEL
Maharashtra,Solapur,2020-02-02,2020,02,13.2888456,NRSC VIC MODEL
Maharashtra,Solapur,2020-02-05,2020,02,13.1843087,NRSC VIC MODEL
Maharashtra,Solapur,2020-02-19,2020,02,12.8704166,NRSC VIC MODEL
Maharashtra,Solapur,2020-02-21,2020,02,12.845656,NRSC VIC MODEL
Maharashtra,Solapur,2020-02-23,2020,02,12.8288649,NRSC VIC MODEL
Maharashtra,Solapur,2020-02-28,2020,02,12.7834189,NRSC VIC MODEL
Maharashtra,Thane,2020-02-13,2020,02,5.8158216,NRSC VIC MODEL
Maharashtra,Thane,2020-02-27,2020,02,5.721403,NRSC VIC MODEL
