State,District,Date,Year,Month,Avg_rainfall,Agency_name
Assam,Chirang,2021-10-01,2021,10,0.0,IMD GRID MODEL
Assam,Chirang,2021-10-02,2021,10,0.0,IMD GRID MODEL
Assam,Chirang,2021-10-05,2021,10,87.98300106,IMD GRID MODEL
Assam,Chirang,2021-10-10,2021,10,1.542096844,IMD GRID MODEL
Assam,Chirang,2021-10-12,2021,10,0.0,IMD GRID MODEL
Assam,Chirang,2021-10-21,2021,10,4.957716084,IMD GRID MODEL
Assam,Chirang,2021-10-27,2021,10,0.0,IMD GRID MODEL
Assam,Chirang,2021-10-28,2021,10,0.0,IMD GRID MODEL
Assam,Chirang,2021-10-30,2021,10,0.0,IMD GRID MODEL
Assam,Chirang,2021-11-03,2021,11,0.0,IMD GRID MODEL
Assam,Chirang,2021-11-05,2021,11,0.0,IMD GRID MODEL
Assam,Chirang,2021-11-16,2021,11,0.0,IMD GRID MODEL
Assam,Chirang,2021-11-24,2021,11,0.0,IMD GRID MODEL
Assam,Chirang,2021-12-02,2021,12,0.0,IMD GRID MODEL
Assam,Chirang,2021-12-16,2021,12,0.0,IMD GRID MODEL
Assam,Chirang,2021-12-17,2021,12,0.0,IMD GRID MODEL
Assam,Chirang,2021-12-19,2021,12,0.0,IMD GRID MODEL
Assam,Chirang,2021-12-20,2021,12,0.0,IMD GRID MODEL
Assam,Chirang,2021-12-23,2021,12,0.0,IMD GRID MODEL
Assam,Chirang,2021-12-28,2021,12,0.0,IMD GRID MODEL
Assam,Chirang,2022-06-02,2022,6,15.45568132,NRSC VIC MODEL
Assam,Chirang,2022-06-04,2022,6,17.66934912,NRSC VIC MODEL
Assam,Chirang,2022-06-08,2022,6,4.035311178,NRSC VIC MODEL
Assam,Chirang,2022-06-19,2022,6,35.96194,NRSC VIC MODEL
Assam,Chirang,2022-06-21,2022,6,1.120840414,NRSC VIC MODEL
Assam,Chirang,2022-06-26,2022,6,5.490428353,NRSC VIC MODEL
Assam,Chirang,2022-07-02,2022,7,0.19637541,NRSC VIC MODEL
Assam,Chirang,2022-07-03,2022,7,0.054495013,NRSC VIC MODEL
Assam,Chirang,2022-07-20,2022,7,8.268591162,NRSC VIC MODEL
Assam,Chirang,2022-07-21,2022,7,10.7227811,NRSC VIC MODEL
Assam,Chirang,2022-07-22,2022,7,2.315356586,NRSC VIC MODEL
Assam,Chirang,2022-07-23,2022,7,1.841681964,NRSC VIC MODEL
Assam,Chirang,2022-07-30,2022,7,22.09078719,NRSC VIC MODEL
Assam,Chirang,2022-08-15,2022,8,6.5338474783,NRSC VIC MODEL
Assam,Chirang,2022-08-18,2022,8,0.029430724,NRSC VIC MODEL
Assam,Chirang,2022-08-25,2022,8,0.0981269462,NRSC VIC MODEL
Assam,Chirang,2022-08-27,2022,8,5.8387908432,NRSC VIC MODEL
Assam,Chirang,2022-08-29,2022,8,6.2052135915,NRSC VIC MODEL
Assam,Chirang,2022-09-02,2022,9,16.4061712663,NRSC VIC MODEL
Assam,Chirang,2022-10-11,2022,10,46.1407109223,NRSC VIC MODEL
Assam,Chirang,2022-10-13,2022,10,31.7706894733,NRSC VIC MODEL
Assam,Chirang,2022-10-14,2022,10,0.0732621449,NRSC VIC MODEL
Assam,Chirang,2022-10-21,2022,10,0.0009924039,NRSC VIC MODEL
Assam,Chirang,2022-10-22,2022,10,0.01186944,NRSC VIC MODEL
Assam,Chirang,2022-11-21,2022,11,0.0013574991,NRSC VIC MODEL
Assam,Chirang,2022-11-26,2022,11,0.016603587,NRSC VIC MODEL
Assam,Chirang,2022-11-29,2022,11,0.0211634648,NRSC VIC MODEL
Assam,Chirang,2022-12-03,2022,12,0.0048914884,NRSC VIC MODEL
Assam,Chirang,2022-12-04,2022,12,0.0283243467,NRSC VIC MODEL
Assam,Chirang,2022-12-16,2022,12,0.0,NRSC VIC MODEL
Assam,Chirang,2022-12-26,2022,12,0.0,NRSC VIC MODEL
Assam,Chirang,2022-12-28,2022,12,0.0004556424,NRSC VIC MODEL
Assam,Chirang,2022-12-31,2022,12,0.0,NRSC VIC MODEL
Assam,Darrang,2018-07-28,2018,7,59.17223638,NRSC VIC MODEL
Assam,Darrang,2018-08-02,2018,8,4.052100733,NRSC VIC MODEL
Assam,Darrang,2018-08-04,2018,8,2.062498198,NRSC VIC MODEL
Assam,Darrang,2018-08-05,2018,8,7.455509867,NRSC VIC MODEL
Assam,Darrang,2018-08-08,2018,8,5.906144561,NRSC VIC MODEL
Assam,Darrang,2018-08-10,2018,8,0.437107988,NRSC VIC MODEL
Assam,Darrang,2018-08-11,2018,8,1.724055169,NRSC VIC MODEL
Assam,Darrang,2018-08-16,2018,8,26.11924023,NRSC VIC MODEL
Assam,Darrang,2018-08-17,2018,8,1.008601219,NRSC VIC MODEL
Assam,Darrang,2018-08-23,2018,8,3.003617341,NRSC VIC MODEL
Assam,Darrang,2018-08-28,2018,8,3.657112325,NRSC VIC MODEL
Assam,Darrang,2018-08-30,2018,8,1.024873271,NRSC VIC MODEL
Assam,Darrang,2018-09-07,2018,9,0.0,NRSC VIC MODEL
Assam,Darrang,2018-09-12,2018,9,9.080978308,NRSC VIC MODEL
Assam,Darrang,2018-09-13,2018,9,4.192603641,NRSC VIC MODEL
Assam,Darrang,2018-09-21,2018,9,2.102615064,NRSC VIC MODEL
Assam,Darrang,2018-10-03,2018,10,0.0,NRSC VIC MODEL
Assam,Darrang,2018-10-18,2018,10,0.0,NRSC VIC MODEL
Assam,Darrang,2018-10-23,2018,10,0.0,NRSC VIC MODEL
Assam,Darrang,2018-10-24,2018,10,0.0,NRSC VIC MODEL
Assam,Darrang,2018-10-25,2018,10,0.0,NRSC VIC MODEL
Assam,Darrang,2018-11-01,2018,11,0.0,NRSC VIC MODEL
Assam,Darrang,2018-11-02,2018,11,0.0,NRSC VIC MODEL
Assam,Darrang,2018-11-04,2018,11,4.471309465,NRSC VIC MODEL
Assam,Darrang,2018-11-14,2018,11,0.0,NRSC VIC MODEL
Assam,Darrang,2018-11-16,2018,11,0.126953296,NRSC VIC MODEL
Assam,Darrang,2018-11-20,2018,11,0.0,NRSC VIC MODEL
Assam,Darrang,2018-11-21,2018,11,0.0,NRSC VIC MODEL
Assam,Darrang,2018-12-07,2018,12,0.0,NRSC VIC MODEL
Assam,Darrang,2018-12-09,2018,12,0.0,NRSC VIC MODEL
Assam,Darrang,2018-12-19,2018,12,0.0,NRSC VIC MODEL
Assam,Darrang,2021-01-04,2021,1,0.0,IMD GRID MODEL
Assam,Darrang,2021-01-05,2021,1,0.0,IMD GRID MODEL
Assam,Darrang,2021-01-06,2021,1,0.0,IMD GRID MODEL
Assam,Darrang,2021-01-09,2021,1,0.0,IMD GRID MODEL
Assam,Darrang,2021-01-10,2021,1,0.0,IMD GRID MODEL
Assam,Darrang,2021-01-13,2021,1,1.420094852,IMD GRID MODEL
Assam,Darrang,2021-01-14,2021,1,0.0,IMD GRID MODEL
Assam,Darrang,2021-01-16,2021,1,0.0,IMD GRID MODEL
Assam,Darrang,2021-01-18,2021,1,0.0,IMD GRID MODEL
Assam,Darrang,2021-01-22,2021,1,7.85e-05,IMD GRID MODEL
Assam,Darrang,2021-01-30,2021,1,0.0,IMD GRID MODEL
Assam,Darrang,2021-01-31,2021,1,0.039222842,IMD GRID MODEL
Assam,Darrang,2021-02-10,2021,2,0.0,IMD GRID MODEL
Assam,Darrang,2021-02-11,2021,2,0.0,IMD GRID MODEL
Assam,Darrang,2021-02-15,2021,2,0.0,IMD GRID MODEL
Assam,Darrang,2021-02-16,2021,2,0.0,IMD GRID MODEL
Assam,Darrang,2021-02-18,2021,2,0.0,IMD GRID MODEL
Assam,Darrang,2021-02-20,2021,2,0.0,IMD GRID MODEL
Assam,Darrang,2021-02-28,2021,2,1.13625687,IMD GRID MODEL
Assam,Darrang,2021-03-05,2021,3,0.0,IMD GRID MODEL
Assam,Darrang,2021-03-06,2021,3,7.819655074,IMD GRID MODEL
Assam,Darrang,2021-03-07,2021,3,1.93297959,IMD GRID MODEL
Assam,Darrang,2021-03-08,2021,3,0.0,IMD GRID MODEL
Assam,Darrang,2021-03-13,2021,3,0.0,IMD GRID MODEL
Assam,Darrang,2021-03-14,2021,3,0.228235804,IMD GRID MODEL
Assam,Darrang,2021-03-16,2021,3,0.0,IMD GRID MODEL
Assam,Darrang,2021-03-17,2021,3,0.0,IMD GRID MODEL
Assam,Darrang,2021-03-18,2021,3,0.0,IMD GRID MODEL
Assam,Darrang,2021-04-01,2021,4,3.661769021,IMD GRID MODEL
Assam,Darrang,2021-04-12,2021,4,0.328368987,IMD GRID MODEL
Assam,Darrang,2021-04-13,2021,4,0.0,IMD GRID MODEL
Assam,Darrang,2021-04-16,2021,4,1.186897767,IMD GRID MODEL
Assam,Darrang,2021-04-18,2021,4,0.93528712,IMD GRID MODEL
Assam,Darrang,2021-04-21,2021,4,0.049875286,IMD GRID MODEL
Assam,Darrang,2021-04-23,2021,4,0.0,IMD GRID MODEL
Assam,Darrang,2021-05-01,2021,5,0.0,IMD GRID MODEL
Assam,Darrang,2021-05-06,2021,5,20.60861644,IMD GRID MODEL
Assam,Darrang,2021-05-11,2021,5,7.938806241,IMD GRID MODEL
Assam,Darrang,2021-05-13,2021,5,7.79842927,IMD GRID MODEL
Assam,Darrang,2021-05-17,2021,5,4.888074556,IMD GRID MODEL
Assam,Darrang,2021-05-20,2021,5,11.43995186,IMD GRID MODEL
Assam,Darrang,2021-05-21,2021,5,2.81906376,IMD GRID MODEL
Assam,Darrang,2021-05-28,2021,5,0.498973855,IMD GRID MODEL
Assam,Darrang,2021-05-29,2021,5,0.052094675,IMD GRID MODEL
Assam,Darrang,2021-05-30,2021,5,3.702345225,IMD GRID MODEL
Assam,Darrang,2021-06-03,2021,6,4.013550871,IMD GRID MODEL
Assam,Darrang,2021-06-04,2021,6,1.249096328,IMD GRID MODEL
Assam,Darrang,2021-06-08,2021,6,24.54932946,IMD GRID MODEL
Assam,Darrang,2021-06-09,2021,6,11.09241228,IMD GRID MODEL
Assam,Darrang,2021-06-10,2021,6,3.811781385,IMD GRID MODEL
Assam,Darrang,2021-06-15,2021,6,26.17144455,IMD GRID MODEL
Assam,Darrang,2021-06-17,2021,6,0.404828549,IMD GRID MODEL
Assam,Darrang,2021-06-20,2021,6,20.03207066,IMD GRID MODEL
Assam,Darrang,2021-06-23,2021,6,22.33387716,IMD GRID MODEL
Assam,Darrang,2021-06-26,2021,6,0.300096329,IMD GRID MODEL
Assam,Darrang,2021-07-08,2021,7,7.4616913,IMD GRID MODEL
Assam,Darrang,2021-07-11,2021,7,6.254419384,IMD GRID MODEL
Assam,Darrang,2021-07-14,2021,7,15.40902265,IMD GRID MODEL
Assam,Darrang,2021-07-16,2021,7,0.532502632,IMD GRID MODEL
Assam,Darrang,2021-07-20,2021,7,0.183864249,IMD GRID MODEL
Assam,Darrang,2021-07-29,2021,7,9.209011993,IMD GRID MODEL
Assam,Darrang,2021-08-16,2021,8,4.039219431,IMD GRID MODEL
Assam,Darrang,2021-08-17,2021,8,0.642204422,IMD GRID MODEL
Assam,Darrang,2021-08-18,2021,8,23.0042071,IMD GRID MODEL
Assam,Darrang,2021-09-10,2021,9,0.0,IMD GRID MODEL
Assam,Darrang,2021-09-16,2021,9,1.114046741,IMD GRID MODEL
Assam,Darrang,2021-09-21,2021,9,4.879030384,IMD GRID MODEL
Assam,Darrang,2021-09-22,2021,9,12.65113342,IMD GRID MODEL
Assam,Darrang,2021-09-24,2021,9,0.295203161,IMD GRID MODEL
Assam,Darrang,2021-10-03,2021,10,4.175819939,IMD GRID MODEL
Assam,Darrang,2021-10-06,2021,10,0.075711616,IMD GRID MODEL
Assam,Darrang,2021-10-11,2021,10,0.0,IMD GRID MODEL
Assam,Darrang,2021-10-20,2021,10,36.25194243,IMD GRID MODEL
Assam,Darrang,2021-11-07,2021,11,0.0,IMD GRID MODEL
Assam,Darrang,2021-11-25,2021,11,0.0,IMD GRID MODEL
Assam,Darrang,2021-12-10,2021,12,0.0,IMD GRID MODEL
Assam,Darrang,2021-12-25,2021,12,0.0,IMD GRID MODEL
Assam,Darrang,2021-12-27,2021,12,0.0,IMD GRID MODEL
Assam,Darrang,2021-12-29,2021,12,0.0,IMD GRID MODEL
Assam,Darrang,2022-01-05,2022,1,0.0,NRSC VIC MODEL
Assam,Darrang,2022-01-09,2022,1,0.0,NRSC VIC MODEL
Assam,Darrang,2022-01-10,2022,1,0.000187754,NRSC VIC MODEL
Assam,Darrang,2022-01-25,2022,1,0.019714216,NRSC VIC MODEL
Assam,Darrang,2022-01-26,2022,1,0.149014443,NRSC VIC MODEL
Assam,Darrang,2022-01-27,2022,1,0.496188053,NRSC VIC MODEL
Assam,Darrang,2022-01-29,2022,1,0.0,NRSC VIC MODEL
Assam,Darrang,2022-02-07,2022,2,0.0,NRSC VIC MODEL
Assam,Darrang,2022-02-14,2022,2,0.0,NRSC VIC MODEL
Assam,Darrang,2022-02-22,2022,2,0.720538966,NRSC VIC MODEL
Assam,Darrang,2022-03-15,2022,3,0.213101292,NRSC VIC MODEL
Assam,Darrang,2022-03-18,2022,3,0.0,NRSC VIC MODEL
Assam,Darrang,2022-03-24,2022,3,0.000219284,NRSC VIC MODEL
Assam,Darrang,2022-03-30,2022,3,1.001012385,NRSC VIC MODEL
Assam,Darrang,2022-04-01,2022,4,8.143919115,NRSC VIC MODEL
Assam,Darrang,2022-04-06,2022,4,6.578602373,NRSC VIC MODEL
Assam,Darrang,2022-04-07,2022,4,3.990521681,NRSC VIC MODEL
Assam,Darrang,2022-04-15,2022,4,40.93866585,NRSC VIC MODEL
Assam,Darrang,2022-04-18,2022,4,27.37007362,NRSC VIC MODEL
Assam,Darrang,2022-04-29,2022,4,0.00230541,NRSC VIC MODEL
Assam,Darrang,2022-05-09,2022,5,1.17833162,NRSC VIC MODEL
Assam,Darrang,2022-05-23,2022,5,0.171462329,NRSC VIC MODEL
Assam,Darrang,2022-05-28,2022,5,0.814574913,NRSC VIC MODEL
Assam,Darrang,2022-06-02,2022,6,14.10489442,NRSC VIC MODEL
Assam,Darrang,2022-06-11,2022,6,2.7504308,NRSC VIC MODEL
Assam,Darrang,2022-06-12,2022,6,44.33865993,NRSC VIC MODEL
Assam,Darrang,2022-06-25,2022,6,10.36183719,NRSC VIC MODEL
Assam,Darrang,2022-06-30,2022,6,3.106122061,NRSC VIC MODEL
Assam,Darrang,2022-07-04,2022,7,5.76502398,NRSC VIC MODEL
Assam,Darrang,2022-07-22,2022,7,13.6942226,NRSC VIC MODEL
Assam,Darrang,2022-07-24,2022,7,14.96622735,NRSC VIC MODEL
Assam,Darrang,2022-07-26,2022,7,20.98455563,NRSC VIC MODEL
Assam,Darrang,2022-08-12,2022,8,0.1547554716,NRSC VIC MODEL
Assam,Darrang,2022-08-17,2022,8,0.3495208944,NRSC VIC MODEL
Assam,Darrang,2022-08-24,2022,8,5.526656698,NRSC VIC MODEL
Assam,Darrang,2022-09-02,2022,9,6.5818728939,NRSC VIC MODEL
Assam,Darrang,2022-09-14,2022,9,10.9154364895,NRSC VIC MODEL
Assam,Darrang,2022-09-16,2022,9,5.946231968,NRSC VIC MODEL
Assam,Darrang,2022-09-26,2022,9,0.4284971323,NRSC VIC MODEL
Assam,Darrang,2022-10-06,2022,10,4.5386513415,NRSC VIC MODEL
Assam,Darrang,2022-10-10,2022,10,4.5400847709,NRSC VIC MODEL
Assam,Darrang,2022-10-13,2022,10,17.9999636964,NRSC VIC MODEL
Assam,Darrang,2022-10-21,2022,10,0.1600161217,NRSC VIC MODEL
Assam,Darrang,2022-10-26,2022,10,3.3710901563,NRSC VIC MODEL
Assam,Darrang,2022-11-07,2022,11,0.0,NRSC VIC MODEL
Assam,Darrang,2022-11-29,2022,11,0.0,NRSC VIC MODEL
Assam,Darrang,2022-12-08,2022,12,0.0,NRSC VIC MODEL
Assam,Darrang,2022-12-12,2022,12,2.30279e-05,NRSC VIC MODEL
Assam,Darrang,2022-12-19,2022,12,2.30279e-05,NRSC VIC MODEL
Assam,Darrang,2022-12-21,2022,12,0.0,NRSC VIC MODEL
Assam,Darrang,2022-12-24,2022,12,0.0,NRSC VIC MODEL
Assam,Darrang,2022-12-25,2022,12,0.0,NRSC VIC MODEL
Assam,Darrang,2022-12-26,2022,12,3.07038e-05,NRSC VIC MODEL
Assam,Darrang,2022-12-27,2022,12,0.8335900938,NRSC VIC MODEL
Assam,Dhemaji,2018-07-25,2018,7,4.161705319,NRSC VIC MODEL
Assam,Dhemaji,2018-07-27,2018,7,36.3924925,NRSC VIC MODEL
Assam,Dhemaji,2018-07-30,2018,7,27.5105597,NRSC VIC MODEL
Assam,Dhemaji,2018-07-31,2018,7,35.16317823,NRSC VIC MODEL
Assam,Dhemaji,2018-08-10,2018,8,10.16184339,NRSC VIC MODEL
Assam,Dhemaji,2018-08-13,2018,8,8.04584608,NRSC VIC MODEL
Assam,Dhemaji,2018-08-15,2018,8,10.52558691,NRSC VIC MODEL
Assam,Dhemaji,2018-08-17,2018,8,0.8811832,NRSC VIC MODEL
Assam,Dhemaji,2018-08-19,2018,8,0.012441173,NRSC VIC MODEL
Assam,Dhemaji,2018-08-20,2018,8,30.51743146,NRSC VIC MODEL
Assam,Dhemaji,2018-08-27,2018,8,8.978435052,NRSC VIC MODEL
Assam,Dhemaji,2018-08-31,2018,8,1.096297951,NRSC VIC MODEL
Assam,Dhemaji,2018-09-08,2018,9,19.37016293,NRSC VIC MODEL
Assam,Dhemaji,2018-09-09,2018,9,13.99647449,NRSC VIC MODEL
Assam,Dhemaji,2018-09-23,2018,9,37.04975677,NRSC VIC MODEL
Assam,Dhemaji,2018-09-29,2018,9,0.179033132,NRSC VIC MODEL
Assam,Dhemaji,2018-10-04,2018,10,0.0,NRSC VIC MODEL
Assam,Dhemaji,2018-10-14,2018,10,0.352976693,NRSC VIC MODEL
Assam,Dhemaji,2018-10-21,2018,10,0.0,NRSC VIC MODEL
Assam,Dhemaji,2018-10-30,2018,10,0.011143831,NRSC VIC MODEL
Assam,Dhemaji,2018-11-02,2018,11,0.010445263,NRSC VIC MODEL
Assam,Dhemaji,2018-11-05,2018,11,0.387239816,NRSC VIC MODEL
Assam,Dhemaji,2018-11-12,2018,11,0.0,NRSC VIC MODEL
Assam,Dhemaji,2018-11-20,2018,11,0.0,NRSC VIC MODEL
Assam,Dhemaji,2018-12-09,2018,12,0.028053625,NRSC VIC MODEL
Assam,Dhemaji,2018-12-15,2018,12,0.0,NRSC VIC MODEL
Assam,Dhemaji,2018-12-16,2018,12,0.0,NRSC VIC MODEL
Assam,Dhemaji,2018-12-18,2018,12,31.60134368,NRSC VIC MODEL
Assam,Dhemaji,2018-12-20,2018,12,0.0,NRSC VIC MODEL
Assam,Dhemaji,2018-12-22,2018,12,0.0,NRSC VIC MODEL
Assam,Dhemaji,2018-12-28,2018,12,0.473141567,NRSC VIC MODEL
Assam,Dhemaji,2018-12-31,2018,12,0.0,NRSC VIC MODEL
Assam,Dhemaji,2021-01-02,2021,1,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-01-05,2021,1,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-01-13,2021,1,1.688995841,IMD GRID MODEL
Assam,Dhemaji,2021-01-23,2021,1,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-01-25,2021,1,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-01-29,2021,1,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-01-30,2021,1,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-02-14,2021,2,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-02-18,2021,2,0.136988162,IMD GRID MODEL
Assam,Dhemaji,2021-02-19,2021,2,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-02-28,2021,2,2.242842635,IMD GRID MODEL
Assam,Dhemaji,2021-03-03,2021,3,2.069899879,IMD GRID MODEL
Assam,Dhemaji,2021-03-10,2021,3,0.068833768,IMD GRID MODEL
Assam,Dhemaji,2021-03-17,2021,3,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-03-19,2021,3,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-03-27,2021,3,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-03-29,2021,3,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-03-31,2021,3,5.017830336,IMD GRID MODEL
Assam,Dhemaji,2021-04-07,2021,4,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-04-10,2021,4,10.48264821,IMD GRID MODEL
Assam,Dhemaji,2021-04-11,2021,4,10.95940445,IMD GRID MODEL
Assam,Dhemaji,2021-04-24,2021,4,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-04-25,2021,4,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-05-15,2021,5,29.35128374,IMD GRID MODEL
Assam,Dhemaji,2021-05-19,2021,5,26.87342947,IMD GRID MODEL
Assam,Dhemaji,2021-06-02,2021,6,5.326411923,IMD GRID MODEL
Assam,Dhemaji,2021-06-06,2021,6,25.1603489,IMD GRID MODEL
Assam,Dhemaji,2021-06-19,2021,6,17.1233683,IMD GRID MODEL
Assam,Dhemaji,2021-06-20,2021,6,34.76679907,IMD GRID MODEL
Assam,Dhemaji,2021-06-24,2021,6,7.550383785,IMD GRID MODEL
Assam,Dhemaji,2021-06-28,2021,6,6.710308436,IMD GRID MODEL
Assam,Dhemaji,2021-07-07,2021,7,9.037989877,IMD GRID MODEL
Assam,Dhemaji,2021-07-17,2021,7,13.77764448,IMD GRID MODEL
Assam,Dhemaji,2021-07-20,2021,7,6.204071812,IMD GRID MODEL
Assam,Dhemaji,2021-07-22,2021,7,1.157201867,IMD GRID MODEL
Assam,Dhemaji,2021-07-24,2021,7,6.254512127,IMD GRID MODEL
Assam,Dhemaji,2021-08-01,2021,8,30.8909986,IMD GRID MODEL
Assam,Dhemaji,2021-08-05,2021,8,6.095272364,IMD GRID MODEL
Assam,Dhemaji,2021-08-07,2021,8,9.483862847,IMD GRID MODEL
Assam,Dhemaji,2021-08-08,2021,8,24.69598953,IMD GRID MODEL
Assam,Dhemaji,2021-08-15,2021,8,14.09231627,IMD GRID MODEL
Assam,Dhemaji,2021-08-18,2021,8,13.37995669,IMD GRID MODEL
Assam,Dhemaji,2021-08-26,2021,8,19.24904206,IMD GRID MODEL
Assam,Dhemaji,2021-09-01,2021,9,2.046452112,IMD GRID MODEL
Assam,Dhemaji,2021-09-05,2021,9,0.02041086,IMD GRID MODEL
Assam,Dhemaji,2021-09-08,2021,9,5.375709612,IMD GRID MODEL
Assam,Dhemaji,2021-09-14,2021,9,2.384764713,IMD GRID MODEL
Assam,Dhemaji,2021-09-18,2021,9,2.535638612,IMD GRID MODEL
Assam,Dhemaji,2021-09-21,2021,9,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-09-29,2021,9,23.35404729,IMD GRID MODEL
Assam,Dhemaji,2021-10-06,2021,10,0.372853501,IMD GRID MODEL
Assam,Dhemaji,2021-10-08,2021,10,0.007711005,IMD GRID MODEL
Assam,Dhemaji,2021-10-12,2021,10,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-10-14,2021,10,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-10-16,2021,10,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-10-23,2021,10,0.177748573,IMD GRID MODEL
Assam,Dhemaji,2021-10-27,2021,10,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-10-30,2021,10,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-10-31,2021,10,4.72e-05,IMD GRID MODEL
Assam,Dhemaji,2021-11-01,2021,11,0.918198643,IMD GRID MODEL
Assam,Dhemaji,2021-11-07,2021,11,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-11-08,2021,11,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-11-11,2021,11,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-11-12,2021,11,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-11-15,2021,11,1.57e-05,IMD GRID MODEL
Assam,Dhemaji,2021-11-19,2021,11,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-12-07,2021,12,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-12-08,2021,12,0.309809589,IMD GRID MODEL
Assam,Dhemaji,2021-12-10,2021,12,0.0,IMD GRID MODEL
Assam,Dhemaji,2021-12-15,2021,12,0.0,IMD GRID MODEL
Assam,Dhemaji,2022-01-12,2022,1,4.80250333,NRSC VIC MODEL
Assam,Dhemaji,2022-01-19,2022,1,0.06559891,NRSC VIC MODEL
Assam,Dhemaji,2022-01-25,2022,1,0.263670807,NRSC VIC MODEL
Assam,Dhemaji,2022-01-26,2022,1,4.047262054,NRSC VIC MODEL
Assam,Dhemaji,2022-01-27,2022,1,1.525329905,NRSC VIC MODEL
Assam,Dhemaji,2022-01-31,2022,1,0.0,NRSC VIC MODEL
Assam,Dhemaji,2022-02-02,2022,2,9.745551993,NRSC VIC MODEL
Assam,Dhemaji,2022-02-10,2022,2,0.360084351,NRSC VIC MODEL
Assam,Dhemaji,2022-02-11,2022,2,3.135253132,NRSC VIC MODEL
Assam,Dhemaji,2022-02-12,2022,2,9.204205745,NRSC VIC MODEL
Assam,Dhemaji,2022-02-14,2022,2,0.0,NRSC VIC MODEL
Assam,Dhemaji,2022-02-15,2022,2,0.0,NRSC VIC MODEL
Assam,Dhemaji,2022-02-18,2022,2,0.0,NRSC VIC MODEL
Assam,Dhemaji,2022-02-22,2022,2,1.850430388,NRSC VIC MODEL
Assam,Dhemaji,2022-02-24,2022,2,0.031679528,NRSC VIC MODEL
Assam,Dhemaji,2022-02-27,2022,2,0.246040268,NRSC VIC MODEL
Assam,Dhemaji,2022-03-05,2022,3,0.055497388,NRSC VIC MODEL
Assam,Dhemaji,2022-03-11,2022,3,0.0,NRSC VIC MODEL
Assam,Dhemaji,2022-03-20,2022,3,0.0,NRSC VIC MODEL
Assam,Dhemaji,2022-03-22,2022,3,0.147648325,NRSC VIC MODEL
Assam,Dhemaji,2022-03-25,2022,3,15.70084786,NRSC VIC MODEL
Assam,Dhemaji,2022-03-27,2022,3,8.40076952,NRSC VIC MODEL
Assam,Dhemaji,2022-04-01,2022,4,9.536368056,NRSC VIC MODEL
Assam,Dhemaji,2022-04-02,2022,4,1.190662923,NRSC VIC MODEL
Assam,Dhemaji,2022-04-05,2022,4,21.35307404,NRSC VIC MODEL
Assam,Dhemaji,2022-04-18,2022,4,8.724655998,NRSC VIC MODEL
Assam,Dhemaji,2022-04-20,2022,4,1.673630096,NRSC VIC MODEL
Assam,Dhemaji,2022-04-22,2022,4,7.475937336,NRSC VIC MODEL
Assam,Dhemaji,2022-04-25,2022,4,3.447731874,NRSC VIC MODEL
Assam,Dhemaji,2022-05-02,2022,5,0.107212591,NRSC VIC MODEL
Assam,Dhemaji,2022-05-06,2022,5,0.068881371,NRSC VIC MODEL
Assam,Dhemaji,2022-05-10,2022,5,1.544511586,NRSC VIC MODEL
Assam,Dhemaji,2022-05-13,2022,5,18.81424719,NRSC VIC MODEL
Assam,Dhemaji,2022-05-16,2022,5,10.56372592,NRSC VIC MODEL
Assam,Dhemaji,2022-06-09,2022,6,6.124704344,NRSC VIC MODEL
Assam,Dhemaji,2022-06-18,2022,6,33.08756255,NRSC VIC MODEL
Assam,Dhemaji,2022-06-21,2022,6,2.648152083,NRSC VIC MODEL
Assam,Dhemaji,2022-06-22,2022,6,3.570192479,NRSC VIC MODEL
Assam,Dhemaji,2022-06-27,2022,6,7.353567735,NRSC VIC MODEL
Assam,Dhemaji,2022-07-03,2022,7,1.227067487,NRSC VIC MODEL
Assam,Dhemaji,2022-07-14,2022,7,3.083557372,NRSC VIC MODEL
